time_ms,pressure_mpa,pressure_raw_mpa,dp_dt_mpa_per_s,mass_flow_rate_kg_per_s,volumetric_flow_rate_m3_per_s,leak_velocity_m_per_s,orifice_flow_rate_kg_per_s,cumulative_leak_kg
20.050000,0.445928,0.445830,-19.566291,2.636989,7.374717,810.408466,2.494260,0.072300
20.100000,0.445234,0.449170,-19.513899,2.629928,7.366418,809.496534,2.490383,0.072432
20.150000,0.444435,0.446250,-19.468167,2.623765,7.362379,809.052650,2.485910,0.072563
20.200000,0.443607,0.445420,-19.426815,2.618192,7.360452,808.840902,2.481279,0.072694
20.250000,0.443025,0.440420,-19.377709,2.611574,7.351492,807.856265,2.478024,0.072825
20.300000,0.442036,0.432080,-19.331242,2.605311,7.350276,807.722647,2.472491,0.072955
20.350000,0.440939,0.436250,-19.288932,2.599609,7.352422,807.958434,2.466359,0.073085
20.400000,0.439874,0.440000,-19.244285,2.593592,7.353174,808.041073,2.460399,0.073215
20.450000,0.438719,0.430830,-19.208234,2.588733,7.358717,808.650212,2.453940,0.073345
20.500000,0.437579,0.434170,-19.180957,2.585057,7.367414,809.605946,2.447562,0.073474
20.550000,0.436359,0.439170,-19.148595,2.580695,7.375546,810.499600,2.440738,0.073603
20.600000,0.435169,0.435830,-19.109300,2.575400,7.380541,811.048419,2.434082,0.073732
20.650000,0.434370,0.432920,-19.058784,2.568592,7.374559,810.391062,2.429616,0.073861
20.700000,0.433335,0.432920,-18.996153,2.560151,7.367887,809.657945,2.423825,0.073989
20.750000,0.432076,0.431670,-18.926413,2.550752,7.362237,809.037016,2.416780,0.074117
20.800000,0.431055,0.439170,-18.854281,2.541030,7.351545,807.862053,2.411071,0.074244
20.850000,0.430049,0.435000,-18.783611,2.531506,7.341122,806.716652,2.405444,0.074371
20.900000,0.429067,0.432080,-18.724905,2.523594,7.334931,806.036339,2.399950,0.074497
20.950000,0.428180,0.437500,-18.663287,2.515290,7.325932,805.047447,2.394991,0.074623
21.000000,0.427278,0.437500,-18.590435,2.505471,7.312740,803.597754,2.389945,0.074749
21.050000,0.426751,0.422500,-18.514196,2.495196,7.291741,801.290177,2.386999,0.074874
21.100000,0.426033,0.427080,-18.431448,2.484044,7.271381,799.052908,2.382984,0.074998
21.150000,0.425138,0.424170,-18.342254,2.472023,7.251441,796.861667,2.377973,0.075122
21.200000,0.424307,0.420830,-18.258488,2.460734,7.232459,794.775758,2.373326,0.075246
21.250000,0.423611,0.423750,-18.175522,2.449552,7.211413,792.462939,2.369437,0.075368
21.300000,0.422635,0.415420,-18.102504,2.439712,7.199029,791.102068,2.363977,0.075490
21.350000,0.421721,0.413330,-18.035144,2.430633,7.187785,789.866477,2.358865,0.075612
21.400000,0.420871,0.416250,-17.967843,2.421563,7.175436,788.509417,2.354107,0.075734
21.450000,0.420056,0.416250,-17.901287,2.412593,7.162725,787.112587,2.349549,0.075854
21.500000,0.419377,0.411250,-17.834554,2.403600,7.147574,785.447685,2.345752,0.075975
21.550000,0.418333,0.416670,-17.757319,2.393190,7.134380,783.997816,2.339913,0.076095
21.600000,0.417141,0.414580,-17.684971,2.383440,7.125616,783.034730,2.333246,0.076214
21.650000,0.416136,0.416250,-17.622216,2.374982,7.117480,782.140700,2.327624,0.076333
21.700000,0.415099,0.418750,-17.564875,2.367254,7.112050,781.544010,2.321821,0.076452
21.750000,0.413861,0.417500,-17.515691,2.360626,7.113345,781.686293,2.314898,0.076570
21.800000,0.412895,0.422080,-17.469778,2.354438,7.111296,781.461054,2.309496,0.076688
21.850000,0.412059,0.420420,-17.421322,2.347907,7.105961,780.874867,2.304819,0.076805
21.900000,0.411292,0.409170,-17.375572,2.341742,7.100509,780.275680,2.300531,0.076923
21.950000,0.410426,0.416250,-17.322023,2.334525,7.093575,779.513717,2.295683,0.077039
22.000000,0.409502,0.413750,-17.265534,2.326912,7.086387,778.723804,2.290518,0.077156
22.050000,0.408723,0.407080,-17.225274,2.321486,7.083349,778.390055,2.286157,0.077272
22.100000,0.408081,0.410830,-17.192873,2.317119,7.081146,778.147907,2.282567,0.077388
22.150000,0.407259,0.408330,-17.170866,2.314153,7.086348,778.719573,2.277971,0.077504
22.200000,0.406615,0.407080,-17.159306,2.312595,7.092794,779.427865,2.274369,0.077620
22.250000,0.406154,0.410000,-17.153309,2.311787,7.098358,780.039391,2.271792,0.077735
22.300000,0.405710,0.395000,-17.144468,2.310595,7.102472,780.491403,2.269306,0.077851
22.350000,0.404869,0.400000,-17.118672,2.307119,7.106521,780.936424,2.264600,0.077966
22.400000,0.404081,0.403330,-17.084621,2.302530,7.106211,780.902282,2.260194,0.078081
22.450000,0.403233,0.395000,-17.050743,2.297964,7.107035,780.992807,2.255451,0.078196
22.500000,0.402323,0.396670,-17.014342,2.293058,7.107901,781.088063,2.250362,0.078311
22.550000,0.401381,0.404170,-16.969278,2.286984,7.105711,780.847385,2.245093,0.078426
22.600000,0.400283,0.399170,-16.928744,2.281522,7.108176,781.118275,2.238954,0.078540
22.650000,0.399177,0.401250,-16.890300,2.276340,7.111689,781.504328,2.232766,0.078654
22.700000,0.398150,0.398330,-16.851327,2.271088,7.113582,781.712323,2.227021,0.078768
22.750000,0.397164,0.393330,-16.810379,2.265569,7.113922,781.749690,2.221503,0.078881
22.800000,0.396143,0.401250,-16.761219,2.258944,7.111387,781.471137,2.215796,0.078994
22.850000,0.395189,0.397920,-16.720937,2.253515,7.111431,781.475939,2.210457,0.079107
22.900000,0.394243,0.395000,-16.697061,2.250297,7.118313,782.232241,2.205167,0.079220
22.950000,0.393364,0.400420,-16.681615,2.248216,7.127624,783.255432,2.200249,0.079332
23.000000,0.392524,0.398750,-16.676592,2.247539,7.140722,784.694681,2.195552,0.079444
23.050000,0.391790,0.392500,-16.691940,2.249607,7.160689,786.888945,2.191445,0.079557
23.100000,0.391283,0.393330,-16.715743,2.252815,7.180185,789.031326,2.188611,0.079669
23.150000,0.390658,0.387920,-16.742274,2.256391,7.203089,791.548219,2.185115,0.079782
23.200000,0.389880,0.387920,-16.768387,2.259910,7.228716,794.364438,2.180764,0.079895
23.250000,0.389242,0.389580,-16.798795,2.264008,7.253691,797.108947,2.177196,0.080008
23.300000,0.388430,0.382920,-16.836338,2.269068,7.285108,800.561354,2.172652,0.080121
23.350000,0.387572,0.385830,-16.874513,2.274213,7.317790,804.152792,2.167853,0.080235
23.400000,0.386649,0.389170,-16.906829,2.278568,7.349303,807.615734,2.162691,0.080349
23.450000,0.385704,0.380830,-16.941476,2.283238,7.382415,811.254353,2.157403,0.080463
23.500000,0.384768,0.380420,-16.970152,2.287102,7.412887,814.602942,2.152172,0.080577
23.550000,0.384033,0.381250,-16.983958,2.288963,7.433128,816.827211,2.148057,0.080692
23.600000,0.383226,0.380000,-16.977227,2.288056,7.445832,818.223311,2.143542,0.080806
23.650000,0.382414,0.382500,-16.970496,2.287149,7.458685,819.635746,2.139000,0.080920
23.700000,0.381597,0.382080,-16.963765,2.286241,7.471689,821.064677,2.134431,0.081035
23.750000,0.380775,0.380830,-16.957034,2.285334,7.484843,822.510262,2.129834,0.081149
23.800000,0.379948,0.385420,-16.950303,2.284427,7.498151,823.972667,2.125210,0.081263
23.850000,0.379117,0.382920,-16.943572,2.283520,7.511614,825.452058,2.120558,0.081377
23.900000,0.378280,0.380420,-16.936841,2.282613,7.525232,826.948604,2.115880,0.081492
23.950000,0.377439,0.380000,-16.930110,2.281706,7.539009,828.462476,2.111174,0.081606
24.000000,0.376593,0.378330,-16.923378,2.280799,7.552944,829.993851,2.106441,0.081720
24.050000,0.375742,0.373330,-16.916647,2.279891,7.567040,831.542904,2.101681,0.081834
24.100000,0.374886,0.375420,-16.909916,2.278984,7.581299,833.109819,2.096893,0.081948
24.150000,0.374025,0.372500,-16.903185,2.278077,7.595722,834.694777,2.092079,0.082062
24.200000,0.373159,0.371250,-16.896454,2.277170,7.610311,836.297967,2.087237,0.082176
24.250000,0.372289,0.372500,-16.889723,2.276263,7.625068,837.919578,2.082367,0.082289
24.300000,0.371413,0.367920,-16.882992,2.275356,7.639994,839.559804,2.077471,0.082403
24.350000,0.370533,0.365000,-16.876261,2.274448,7.655091,841.218841,2.072547,0.082517
24.400000,0.369648,0.368330,-16.869530,2.273541,7.670362,842.896889,2.067596,0.082631
24.450000,0.368758,0.362080,-16.862799,2.272634,7.685807,844.594152,2.062618,0.082744
24.500000,0.367863,0.363750,-16.856068,2.271727,7.701429,846.310836,2.057612,0.082858
24.550000,0.366963,0.367920,-16.849337,2.270820,7.717229,848.047153,2.052579,0.082971
24.600000,0.366059,0.362920,-16.842606,2.269913,7.733210,849.803316,2.047519,0.083085
24.650000,0.365149,0.369170,-16.835875,2.269006,7.749374,851.579543,2.042432,0.083198
24.700000,0.364235,0.368750,-16.829144,2.268098,7.765722,853.376055,2.037318,0.083312
24.750000,0.363315,0.368330,-16.822413,2.267191,7.782257,855.193078,2.032176,0.083425
24.800000,0.362391,0.365830,-16.815682,2.266284,7.798981,857.030842,2.027007,0.083539
