0.05,2.5725
0.1,2.5638
0.15,2.5592
0.2,2.5613
0.25,2.5642
0.3,2.5592
0.35,2.5546
0.4,2.5546
0.45,2.5567
0.5,2.5342
0.55,2.53
0.6,2.5325
0.65,2.5333
0.7,2.53
0.75,2.5263
0.8,2.5312
0.85,2.5388
0.9,2.5358
0.95,2.5142
1,2.5213
1.05,2.5238
1.1,2.5221
1.15,2.52
1.2,2.5246
1.25,2.5258
1.3,2.5221
1.35,2.4821
1.4,2.4838
1.45,2.4846
1.5,2.475
1.55,2.475
1.6,2.4763
1.65,2.4738
1.7,2.4771
1.75,2.4367
1.8,2.4346
1.85,2.4442
1.9,2.4433
1.95,2.4408
2,2.4492
2.05,2.4533
2.1,2.4508
2.15,2.4238
2.2,2.4025
2.25,2.4062
2.3,2.4046
2.35,2.3942
2.4,2.3963
2.45,2.3975
2.5,2.39
2.55,2.3513
2.6,2.3363
2.65,2.3379
2.7,2.335
2.75,2.3321
2.8,2.3363
2.85,2.3488
2.9,2.3454
2.95,2.3158
3,2.2988
3.05,2.2996
3.1,2.2979
3.15,2.2983
3.2,2.2996
3.25,2.3004
3.3,2.2988
3.35,2.2888
3.4,2.2446
3.45,2.2404
3.5,2.2304
3.55,2.2263
3.6,2.2275
3.65,2.2263
3.7,2.2271
3.75,2.2267
3.8,2.18
3.85,2.1829
3.9,2.1817
3.95,2.1808
4,2.1875
4.05,2.1917
4.1,2.1913
4.15,2.1883
4.2,2.1387
4.25,2.1396
4.3,2.1342
4.35,2.1279
4.4,2.1275
4.45,2.1271
4.5,2.12
4.55,2.1138
4.6,2.1179
4.65,2.0638
4.7,2.0613
4.75,2.0604
4.8,2.0613
4.85,2.0717
4.9,2.0704
4.95,2.0675
5,2.0788
5.05,2.0308
5.1,2.0271
5.15,2.0275
5.2,2.0271
5.25,2.0304
5.3,2.0275
5.35,2.0175
5.4,2.0183
5.45,1.9717
5.5,1.96
5.55,1.9563
5.6,1.9579
5.65,1.9579
5.7,1.9608
5.75,1.9575
5.8,1.9592
5.85,1.9342
5.9,1.9167
5.95,1.9146
6,1.9238
6.05,1.9254
6.1,1.9213
6.15,1.925
6.2,1.9254
6.25,1.8958
6.3,1.8733
6.35,1.8621
6.4,1.8638
6.45,1.8667
6.5,1.8554
6.55,1.8542
6.6,1.8546
6.65,1.8275
6.7,1.8058
6.75,1.8021
6.8,1.8042
6.85,1.8146
6.9,1.8138
6.95,1.81
7,1.8217
7.05,1.8267
7.1,1.7771
7.15,1.7717
7.2,1.7742
7.25,1.7796
7.3,1.7738
7.35,1.7629
7.4,1.7654
7.45,1.7675
7.5,1.7133
7.55,1.7021
7.6,1.7046
7.65,1.7067
7.7,1.7046
7.75,1.7004
7.8,1.705
7.85,1.7167
7.9,1.7133
7.95,1.6654
8,1.6713
8.05,1.6829
8.1,1.6775
8.15,1.6721
8.2,1.6733
8.25,1.6783
8.3,1.6746
8.35,1.6171
8.4,1.6146
8.45,1.6175
8.5,1.6096
8.55,1.605
8.6,1.605
8.65,1.6083
8.7,1.6079
8.75,1.5571
8.8,1.5579
8.85,1.5663
8.9,1.5671
8.95,1.5642
9,1.575
9.05,1.5792
9.1,1.5742
9.15,1.5458
9.2,1.5329
9.25,1.5304
9.3,1.5321
9.35,1.5179
9.4,1.5212
9.45,1.5246
9.5,1.5175
9.55,1.4808
9.6,1.4663
9.65,1.4667
9.7,1.4638
9.75,1.4621
9.8,1.4621
9.85,1.4729
9.9,1.4717
9.95,1.4421
10,1.43
10.05,1.4354
10.1,1.4313
10.15,1.4271
10.2,1.3933
10.25,1.4317
10.3,1.4308
10.35,1.4238
10.4,1.3871
10.45,1.3833
10.5,1.3725
10.55,1.3658
10.6,1.3721
10.65,1.3708
10.7,1.3688
10.75,1.3621
10.8,1.3275
10.85,1.3367
10.9,1.3346
10.95,1.33
11,1.34
11.05,1.3442
11.1,1.3429
11.15,1.3417
11.2,1.3046
11.25,1.305
11.3,1.3029
11.35,1.2908
11.4,1.2929
11.45,1.2971
11.5,1.2863
11.55,1.2792
11.6,1.2796
11.65,1.2458
11.7,1.2358
11.75,1.2325
11.8,1.24
11.85,1.255
11.9,1.2517
11.95,1.2467
12,1.2538
12.05,1.225
12.1,1.2217
12.15,1.2204
12.2,1.2196
12.25,1.2254
12.3,1.2238
12.35,1.2492
12.4,1.2188
12.45,1.1788
12.5,1.1333
12.55,1.1613
12.6,1.1329
12.65,1.1417
12.7,1.0488
12.75,1.1321
12.8,1.1404
12.85,0.86583
12.9,0.75833
12.95,0.82417
13,0.4325
13.05,0.66625
13.1,0.63792
13.15,0.6125
13.2,0.5825
13.25,0.555
13.3,0.52667
13.35,0.48625
13.4,0.46458
13.45,0.44375
13.5,0.41
13.55,0.3825
13.6,0.36417
13.65,0.34708
13.7,0.32708
13.75,0.30083
13.8,0.2775
13.85,0.265
13.9,0.23333
13.95,0.19
14,0.00375
14.05,
