0.05,2.0525
0.1,2.0517
0.15,2.0546
0.2,2.0529
0.25,2.0517
0.3,2.0517
0.35,2.0517
0.4,2.0275
0.45,2.0229
0.5,2.0242
0.55,2.0246
0.6,2.0229
0.65,2.02
0.7,2.0221
0.75,2.0246
0.8,1.9863
0.85,1.9842
0.9,1.9875
0.95,1.9879
1,1.9883
1.05,1.9883
1.1,1.9883
1.15,1.99
1.2,1.9833
1.25,1.9346
1.3,1.9342
1.35,1.9333
1.4,1.9329
1.45,1.9308
1.5,1.9304
1.55,1.9317
1.6,1.9246
1.65,1.8588
1.7,1.8579
1.75,1.8592
1.8,1.8575
1.85,1.8583
1.9,1.86
1.95,1.8617
2,1.8542
2.05,1.7696
2.1,1.7671
2.15,1.77
2.2,1.7667
2.25,1.765
2.3,1.7671
2.35,1.7658
2.4,1.7629
2.45,1.6883
2.5,1.65
2.55,1.6204
2.6,1.6458
2.65,1.6538
2.7,1.6562
2.75,1.6479
2.8,1.6554
2.85,1.5413
2.9,1.5442
2.95,1.5329
3,1.5175
3.05,1.5279
3.1,1.5238
3.15,1.5363
3.2,1.5233
3.25,1.5596
3.3,1.4146
3.35,1.3958
3.4,1.3971
3.45,1.3646
3.5,1.4058
3.55,1.4017
3.6,1.3862
3.65,1.3683
3.7,1.2721
3.75,1.2625
3.8,1.2408
3.85,1.26
3.9,1.2596
3.95,1.2592
4,1.2608
4.05,1.2621
4.1,1.1321
4.15,1.1313
4.2,1.1283
4.25,1.1258
4.3,1.1262
4.35,1.1267
4.4,1.1221
4.45,1.1233
4.5,1.1075
4.55,0.99708
4.6,0.99458
4.65,0.9925
4.7,0.99417
4.75,0.99583
4.8,0.99292
4.85,0.99542
4.9,0.9925
4.95,0.88333
5,0.88
5.05,0.88042
5.1,0.88208
5.15,0.88375
5.2,0.88083
5.25,0.87875
5.3,0.875
5.35,0.77708
5.4,0.77208
5.45,0.77208
5.5,0.77167
5.55,0.77167
5.6,0.7725
5.65,0.7675
5.7,0.77125
5.75,0.70542
5.8,0.67875
5.85,0.67833
5.9,0.67875
5.95,0.6825
6,0.68167
6.05,0.67958
6.1,0.68167
6.15,0.62125
6.2,0.59792
6.25,0.59917
6.3,0.59917
6.35,0.5975
6.4,0.59542
6.45,0.59708
6.5,0.595
6.55,0.53917
6.6,0.52625
6.65,0.52125
6.7,0.5175
6.75,0.52333
6.8,0.525
6.85,0.52167
6.9,0.52708
6.95,0.5275
7,0.4725
7.05,0.46917
7.1,0.4675
7.15,0.47083
7.2,0.4675
7.25,0.46625
7.3,0.4675
7.35,0.46958
7.4,0.41875
7.45,0.4125
7.5,0.41167
7.55,0.41208
7.6,0.4125
7.65,0.41
7.7,0.41083
7.75,0.41208
7.8,0.37083
7.85,0.36667
7.9,0.36958
7.95,0.36917
8,0.37167
8.05,0.37
8.1,0.37042
8.15,0.37375
8.2,0.36875
8.25,0.33583
8.3,0.33667
8.35,0.33583
8.4,0.33583
8.45,0.33458
8.5,0.33333
8.55,0.33375
8.6,0.32875
8.65,0.30125
8.7,0.30208
8.75,0.30375
8.8,0.30458
8.85,0.30458
8.9,0.3025
8.95,0.30458
9,0.27208
9.05,0.25417
9.1,0.235
9.15,0.01375
